CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,Estimated_Returns,Estimated_CO2_kg,TenureBucket,DistanceCategory
52405,0,8,Mobile,3,14,Debit Card,Male,3,3,Mobile,3,Married,2,0,13,0,1,0,124.03999999999999,1.0,1.2,4-12 Mos,Moderate (11-20km)
52406,1,0,Computer,1,15,Credit Card,Male,2,3,Mobile,5,Single,3,1,11,0,1,0,131.72,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
52407,0,3,Computer,3,19,Debit Card,Female,3,3,Mobile,4,Married,2,0,13,0,1,0,120.33000000000001,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
52408,0,17,Computer,1,8,Credit Card,Male,2,3,Fashion,3,Single,6,1,18,2,2,2,202.09,1.0,1.2,1-5 Yrs,Close (0-10km)
52409,0,2,Mobile,3,25,Debit Card,Male,3,4,Laptop & Accessory,3,Married,2,0,14,1,1,4,186.2,1.0,1.2,0-3 Mos (High Risk),Far (21-50km)
52410,0,3,Mobile,2,7,Debit Card,Male,2,3,Mobile,3,Married,1,0,21,0,1,3,120.63999999999999,1.0,1.2,0-3 Mos (High Risk),Close (0-10km)
52411,0,28,Mobile,1,10,Debit Card,Male,1,3,Laptop & Accessory,3,Married,1,1,16,1,1,2,140.35,1.0,1.2,1-5 Yrs,Close (0-10km)
52412,0,6,Mobile,1,10,Credit Card,Female,2,4,Mobile,4,Married,9,0,11,1,1,2,138.38,1.0,1.2,4-12 Mos,Close (0-10km)
52413,0,20,Mobile,3,20,Credit Card,Female,3,3,Laptop & Accessory,3,Married,4,1,17,1,1,2,145.91,1.0,1.2,1-5 Yrs,Moderate (11-20km)
52414,1,0,Computer,1,13,Credit Card,Male,2,4,Mobile,5,Single,8,0,11,1,1,0,125.61000000000001,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
52415,0,3,Mobile,1,7,Debit Card,Male,3,4,Mobile,3,Married,2,0,14,0,1,0,115.63,1.0,1.2,0-3 Mos (High Risk),Close (0-10km)
52416,0,1,Computer,3,13,Debit Card,Male,2,3,Laptop & Accessory,5,Single,1,0,14,1,1,3,148.98,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
52417,0,22,Mobile,1,9,Credit Card,Female,2,4,Laptop & Accessory,5,Married,5,0,25,0,1,2,147.89,1.0,1.2,1-5 Yrs,Close (0-10km)
52418,0,2,Computer,1,8,Debit Card,Female,3,3,Mobile,4,Married,1,0,13,1,1,2,131.8,1.0,1.2,0-3 Mos (High Risk),Close (0-10km)
52419,0,1,Mobile,1,35,Debit Card,Male,3,5,Laptop & Accessory,4,Married,2,0,14,0,1,7,165.49,1.0,1.2,0-3 Mos (High Risk),Far (21-50km)
52420,0,6,Mobile,1,14,Debit Card,Male,3,3,Laptop & Accessory,3,Single,3,1,17,1,1,0,163.88,1.0,1.2,4-12 Mos,Moderate (11-20km)
52421,0,5,Mobile,1,16,Credit Card,Male,3,3,Fashion,1,Single,3,0,25,0,1,3,212.44,1.0,1.2,4-12 Mos,Moderate (11-20km)
52422,0,27,Computer,1,17,Credit Card,Female,2,3,Grocery,1,Married,4,0,20,0,4,12,260.32,1.0,1.2,1-5 Yrs,Moderate (11-20km)
52423,1,0,Mobile,1,13,Cash on Delivery,Male,3,4,Mobile,5,Single,7,0,13,1,1,7,123.62,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
52424,0,17,Mobile,1,34,Debit Card,Male,2,3,Grocery,5,Married,4,0,13,1,14,17,263.28,1.0,1.2,1-5 Yrs,Far (21-50km)
52425,0,12,Mobile,1,12,Debit Card,Female,2,3,Fashion,4,Single,5,0,18,2,2,2,183.76,1.0,1.2,4-12 Mos,Moderate (11-20km)
52426,0,19,Mobile,3,9,Debit Card,Female,2,3,Grocery,4,Married,9,0,12,1,5,1,266.06,1.0,1.2,1-5 Yrs,Close (0-10km)
52427,0,8,Mobile,1,22,Debit Card,Female,3,4,Fashion,4,Single,2,0,19,3,3,3,186.06,1.0,1.2,4-12 Mos,Far (21-50km)
52428,0,8,Mobile,1,26,Debit Card,Male,3,3,Laptop & Accessory,3,Single,1,0,14,1,1,2,122.72,1.0,1.2,4-12 Mos,Far (21-50km)
52429,1,3,Mobile,1,15,Debit Card,Male,2,3,Mobile,5,Single,4,0,14,1,1,0,120.18,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
52430,0,7,Mobile,3,7,Cash on Delivery,Male,3,4,Fashion,3,Married,2,1,14,7,8,6,170.83,2.0,2.4,4-12 Mos,Close (0-10km)
52431,1,0,Computer,1,9,Debit Card,Female,2,3,Mobile,3,Single,2,0,12,2,7,7,140.84,1.0,1.2,0-3 Mos (High Risk),Close (0-10km)
52432,0,23,Computer,1,28,Credit Card,Male,2,5,Grocery,1,Single,2,1,13,1,4,9,244.11,1.0,1.2,1-5 Yrs,Far (21-50km)
52433,0,3,Mobile,3,13,Cash on Delivery,Male,2,3,Mobile,3,Married,1,1,25,3,5,7,123.08000000000001,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
52434,0,15,Mobile,1,8,Credit Card,Male,3,4,Mobile,4,Married,5,0,14,0,1,0,148.41,1.0,1.2,1-5 Yrs,Close (0-10km)
52435,0,10,Mobile,1,19,Credit Card,Male,2,3,Laptop & Accessory,1,Married,2,0,17,2,3,7,142.85,1.0,1.2,4-12 Mos,Moderate (11-20km)
52436,0,2,Mobile,1,14,UPI,Female,2,5,Laptop & Accessory,5,Married,4,0,13,1,1,7,197.15,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
52437,0,6,Mobile,1,31,Debit Card,Male,2,4,Laptop & Accessory,4,Single,2,0,13,1,1,2,143.2,1.0,1.2,4-12 Mos,Far (21-50km)
52438,0,3,Mobile,1,34,Cash on Delivery,Male,3,3,Mobile,1,Married,5,0,20,1,1,3,121.32,1.0,1.2,0-3 Mos (High Risk),Far (21-50km)
52439,0,15,Computer,1,8,Debit Card,Male,2,3,Fashion,1,Married,3,1,14,4,13,9,201.24,3.0,3.5999999999999996,1-5 Yrs,Close (0-10km)
52440,0,13,Mobile,3,15,Credit Card,Male,2,3,Laptop & Accessory,5,Married,1,0,12,7,7,1,154.73,1.0,1.2,1-5 Yrs,Moderate (11-20km)
52441,0,6,Mobile,1,34,Debit Card,Male,3,3,Laptop & Accessory,3,Married,2,1,12,4,5,7,152.07,1.0,1.2,4-12 Mos,Far (21-50km)
52442,0,13,Mobile,2,12,Credit Card,Male,2,3,Grocery,1,Single,2,1,21,1,7,7,264.37,2.0,2.4,1-5 Yrs,Moderate (11-20km)
52443,0,3,Mobile,1,27,Cash on Delivery,Male,2,4,Mobile,5,Married,1,0,14,0,1,0,122.96000000000001,1.0,1.2,0-3 Mos (High Risk),Far (21-50km)
52444,0,13,Computer,1,14,Debit Card,Male,3,3,Laptop & Accessory,1,Married,4,1,18,1,2,2,140.69,1.0,1.2,1-5 Yrs,Moderate (11-20km)
52445,0,18,Mobile,1,7,Cash on Delivery,Male,3,3,Fashion,4,Married,2,0,12,3,7,7,174.41,1.0,1.2,1-5 Yrs,Close (0-10km)
52446,0,8,Mobile,3,14,Debit Card,Female,3,4,Mobile,3,Married,1,0,23,2,4,2,124.30000000000001,1.0,1.2,4-12 Mos,Moderate (11-20km)
52447,0,5,Mobile,1,11,Debit Card,Female,3,4,Laptop & Accessory,4,Married,4,0,12,1,2,5,158.78,1.0,1.2,4-12 Mos,Moderate (11-20km)
52448,0,9,Mobile,3,14,Debit Card,Male,3,3,Mobile,1,Single,4,1,21,1,1,2,126.44,1.0,1.2,4-12 Mos,Moderate (11-20km)
52449,0,21,Mobile,3,22,Debit Card,Female,3,3,Laptop & Accessory,3,Married,9,0,14,7,7,7,164.39,1.0,1.2,1-5 Yrs,Far (21-50km)
52450,0,2,Mobile,1,13,Debit Card,Male,3,1,Mobile,3,Married,7,0,18,0,1,0,124.50999999999999,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
52451,0,6,Mobile,3,14,Debit Card,Male,2,3,Laptop & Accessory,5,Married,3,0,13,2,2,2,163.92,1.0,1.2,4-12 Mos,Moderate (11-20km)
52452,1,0,Mobile,3,7,Debit Card,Male,3,4,Laptop & Accessory,5,Married,2,0,11,1,6,7,197.14,1.0,1.2,0-3 Mos (High Risk),Close (0-10km)
52453,0,11,Computer,2,16,UPI,Male,3,3,Laptop & Accessory,3,Married,4,0,11,0,1,2,160.77,1.0,1.2,4-12 Mos,Moderate (11-20km)
52454,0,8,Mobile,1,13,Credit Card,Male,3,4,Mobile,5,Single,2,0,19,1,1,2,124.5,1.0,1.2,4-12 Mos,Moderate (11-20km)
52455,0,7,Mobile,3,35,Cash on Delivery,Male,2,3,Fashion,4,Married,4,0,12,1,1,3,192.5,1.0,1.2,4-12 Mos,Far (21-50km)
52456,1,3,Mobile,1,8,Debit Card,Female,3,3,Mobile,5,Married,2,1,12,1,1,0,120.74000000000001,1.0,1.2,0-3 Mos (High Risk),Close (0-10km)
52457,1,16,Mobile,1,8,Cash on Delivery,Female,3,4,Fashion,1,Married,1,0,16,0,1,9,201.69,1.0,1.2,1-5 Yrs,Close (0-10km)
52458,1,1,Mobile,1,8,Credit Card,Male,2,3,Laptop & Accessory,4,Married,5,0,11,1,1,4,148.55,1.0,1.2,0-3 Mos (High Risk),Close (0-10km)
52459,0,5,Computer,1,7,Cash on Delivery,Male,3,3,Laptop & Accessory,5,Married,5,0,14,0,1,2,140.87,1.0,1.2,4-12 Mos,Close (0-10km)
52460,0,21,Mobile,1,13,UPI,Female,3,3,Mobile,5,Married,9,0,12,6,7,6,123.66999999999999,1.0,1.2,1-5 Yrs,Moderate (11-20km)
52461,0,7,Mobile,1,13,Credit Card,Male,3,3,Mobile,1,Single,2,0,13,0,1,0,129.72,1.0,1.2,4-12 Mos,Moderate (11-20km)
52462,0,28,Mobile,3,32,E wallet,Male,2,4,Others,1,Married,2,0,15,0,2,13,295.86,1.0,1.2,1-5 Yrs,Far (21-50km)
52463,0,7,Mobile,1,7,Debit Card,Male,2,3,Laptop & Accessory,1,Married,10,0,17,0,2,1,154.84,1.0,1.2,4-12 Mos,Close (0-10km)
52464,0,3,Mobile,1,9,Debit Card,Female,2,3,Mobile,1,Married,2,0,21,1,1,0,120.61000000000001,1.0,1.2,0-3 Mos (High Risk),Close (0-10km)
52465,0,11,Mobile,3,20,Debit Card,Male,3,3,Laptop & Accessory,4,Married,1,0,11,3,7,7,199.24,1.0,1.2,4-12 Mos,Moderate (11-20km)
52466,0,11,Mobile,3,22,Debit Card,Female,2,3,Laptop & Accessory,4,Single,3,0,12,1,1,2,141.98,1.0,1.2,4-12 Mos,Far (21-50km)
52467,0,9,Mobile,3,7,Debit Card,Female,3,3,Laptop & Accessory,3,Single,7,0,13,1,1,0,168.15,1.0,1.2,4-12 Mos,Close (0-10km)
52468,0,2,Mobile,1,9,Credit Card,Male,2,3,Mobile,5,Single,2,1,18,0,1,5,147.23,1.0,1.2,0-3 Mos (High Risk),Close (0-10km)
52469,0,8,Mobile,1,16,Credit Card,Female,2,3,Laptop & Accessory,3,Single,4,1,16,0,1,4,161.42,1.0,1.2,4-12 Mos,Moderate (11-20km)
52470,0,12,Mobile,3,12,Credit Card,Male,2,1,Fashion,3,Married,3,0,11,3,7,6,182.37,1.0,1.2,4-12 Mos,Moderate (11-20km)
52471,0,2,Computer,1,8,Debit Card,Male,2,3,Laptop & Accessory,1,Married,2,0,19,1,1,3,188.53,1.0,1.2,0-3 Mos (High Risk),Close (0-10km)
52472,0,23,Mobile,3,15,E wallet,Male,2,3,Others,3,Married,5,1,15,0,1,0,293.31,1.0,1.2,1-5 Yrs,Moderate (11-20km)
52473,0,3,Mobile,1,16,Cash on Delivery,Male,2,1,Mobile,3,Married,3,0,16,0,2,2,120.72999999999999,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
52474,0,9,Computer,1,12,Debit Card,Male,3,1,Laptop & Accessory,5,Married,4,1,13,0,1,2,155.62,1.0,1.2,4-12 Mos,Moderate (11-20km)
52475,0,15,Mobile,1,15,UPI,Male,3,4,Others,1,Single,9,0,15,1,1,1,296.13,1.0,1.2,1-5 Yrs,Moderate (11-20km)
52476,0,8,Mobile,1,34,Debit Card,Male,2,1,Laptop & Accessory,3,Married,2,0,17,6,6,8,134.07,1.0,1.2,4-12 Mos,Far (21-50km)
52477,0,7,Computer,1,16,Cash on Delivery,Male,3,4,Laptop & Accessory,3,Married,2,0,14,1,7,7,150.63,1.0,1.2,4-12 Mos,Moderate (11-20km)
52478,0,13,Mobile,3,20,Debit Card,Female,2,3,Laptop & Accessory,5,Married,2,0,15,0,1,2,146.39,1.0,1.2,1-5 Yrs,Moderate (11-20km)
52479,0,16,Mobile,1,33,Cash on Delivery,Male,2,1,Mobile,4,Married,6,0,12,1,1,2,148.76,1.0,1.2,1-5 Yrs,Far (21-50km)
52480,0,8,Mobile,1,13,Debit Card,Male,3,4,Mobile,1,Married,2,0,18,1,1,1,126.9,1.0,1.2,4-12 Mos,Moderate (11-20km)
52481,0,19,Mobile,3,7,Debit Card,Male,2,1,Grocery,5,Single,2,0,15,1,1,12,275.67,1.0,1.2,1-5 Yrs,Close (0-10km)
52482,1,0,Mobile,1,13,Credit Card,Male,2,3,Mobile,4,Married,2,1,17,0,1,0,124.08000000000001,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
52483,0,0,Computer,1,32,UPI,Female,3,4,Mobile,3,Married,2,1,14,1,1,3,128.14,1.0,1.2,0-3 Mos (High Risk),Far (21-50km)
52484,0,23,Computer,1,26,Credit Card,Male,2,3,Grocery,3,Married,3,1,15,0,12,3,212.45,3.0,3.5999999999999996,1-5 Yrs,Far (21-50km)
52485,0,5,Mobile,1,11,UPI,Female,2,1,Mobile,1,Married,4,0,17,1,1,2,133.12,1.0,1.2,4-12 Mos,Moderate (11-20km)
52486,0,17,Mobile,1,13,Credit Card,Female,2,3,Others,1,Married,1,1,14,1,1,10,290.49,1.0,1.2,1-5 Yrs,Moderate (11-20km)
52487,0,3,Mobile,1,13,Credit Card,Male,2,4,Mobile,4,Married,2,0,12,1,1,1,121.41,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
52488,0,18,Mobile,1,11,Credit Card,Female,2,5,Laptop & Accessory,5,Single,2,1,14,0,1,4,157.69,1.0,1.2,1-5 Yrs,Moderate (11-20km)
52489,0,18,Computer,3,32,E wallet,Male,2,4,Laptop & Accessory,5,Married,2,0,15,3,4,5,143.85,1.0,1.2,1-5 Yrs,Far (21-50km)
52490,0,4,Computer,3,8,UPI,Male,2,3,Laptop & Accessory,5,Single,8,0,13,1,1,3,153.32,1.0,1.2,4-12 Mos,Close (0-10km)
52491,0,9,Mobile,1,18,Debit Card,Female,3,3,Laptop & Accessory,3,Married,10,1,12,0,1,1,146.63,1.0,1.2,4-12 Mos,Moderate (11-20km)
52492,0,7,Computer,1,16,Debit Card,Male,2,1,Laptop & Accessory,1,Married,2,0,13,3,7,2,147.24,1.0,1.2,4-12 Mos,Moderate (11-20km)
52493,0,22,Mobile,1,31,Debit Card,Female,2,3,Mobile,5,Married,2,0,14,1,1,4,132.11,1.0,1.2,1-5 Yrs,Far (21-50km)
52494,0,12,Mobile,1,16,Credit Card,Male,3,3,Laptop & Accessory,5,Married,3,0,13,3,7,7,153.77,1.0,1.2,4-12 Mos,Moderate (11-20km)
52495,0,0,Mobile,1,25,UPI,Male,3,4,Mobile,5,Married,2,0,11,0,1,7,140.66,1.0,1.2,0-3 Mos (High Risk),Far (21-50km)
52496,0,8,Mobile,1,24,Debit Card,Male,2,1,Laptop & Accessory,5,Married,2,0,11,1,1,10,152.08,1.0,1.2,4-12 Mos,Far (21-50km)
52497,0,1,Mobile,1,33,Credit Card,Female,2,5,Laptop & Accessory,5,Married,1,0,21,1,1,0,148.77,1.0,1.2,0-3 Mos (High Risk),Far (21-50km)
52498,0,0,Mobile,1,11,Credit Card,Male,3,3,Mobile,1,Single,2,0,18,0,2,2,131.17,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
52499,1,3,Computer,3,9,Credit Card,Female,3,3,Mobile,1,Single,2,1,12,1,1,0,115.69,1.0,1.2,0-3 Mos (High Risk),Close (0-10km)
52500,0,20,Mobile,2,32,Debit Card,Female,3,3,Others,3,Married,4,0,15,1,1,0,296.58,1.0,1.2,1-5 Yrs,Far (21-50km)
52501,0,12,Mobile,1,9,Credit Card,Male,3,4,Laptop & Accessory,3,Married,1,0,15,0,1,7,130.69,1.0,1.2,4-12 Mos,Close (0-10km)
52502,0,13,Mobile,1,21,Debit Card,Female,3,4,Fashion,3,Married,2,0,13,6,14,12,204.35,1.0,1.2,1-5 Yrs,Far (21-50km)
52503,0,8,Computer,1,14,Debit Card,Female,2,3,Laptop & Accessory,3,Married,2,0,12,0,2,9,141.48,1.0,1.2,4-12 Mos,Moderate (11-20km)
52504,0,10,Mobile,1,25,Debit Card,Male,2,3,Laptop & Accessory,3,Married,4,0,17,0,1,2,157.68,1.0,1.2,4-12 Mos,Far (21-50km)
52505,0,12,Computer,1,10,Credit Card,Female,2,3,Laptop & Accessory,3,Single,1,0,13,3,3,8,150.42,1.0,1.2,4-12 Mos,Close (0-10km)
52506,0,18,Mobile,1,8,UPI,Female,2,4,Laptop & Accessory,1,Married,2,0,19,3,3,9,157.7,1.0,1.2,1-5 Yrs,Close (0-10km)
52507,0,11,Mobile,1,8,Credit Card,Female,2,4,Fashion,3,Married,4,1,19,0,1,2,177.56,1.0,1.2,4-12 Mos,Close (0-10km)
52508,1,0,Mobile,3,16,Credit Card,Male,2,4,Fashion,5,Married,10,0,17,0,6,0,203.06,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
52509,0,10,Mobile,1,16,Credit Card,Female,3,3,Mobile,4,Married,2,0,11,4,7,7,139.36,1.0,1.2,4-12 Mos,Moderate (11-20km)
52510,0,13,Mobile,1,22,Debit Card,Female,2,3,Fashion,1,Single,7,1,15,3,3,3,179.45,1.0,1.2,1-5 Yrs,Far (21-50km)
52511,0,17,Computer,2,7,UPI,Male,2,3,Laptop & Accessory,1,Married,5,1,11,1,1,2,157.43,1.0,1.2,1-5 Yrs,Close (0-10km)
52512,0,21,Computer,1,10,Credit Card,Male,2,4,Grocery,1,Married,3,0,25,0,4,2,252.01999999999998,1.0,1.2,1-5 Yrs,Close (0-10km)
52513,1,0,Mobile,3,21,Credit Card,Male,2,5,Laptop & Accessory,1,Married,7,1,14,0,2,2,154.4,1.0,1.2,0-3 Mos (High Risk),Far (21-50km)
52514,0,0,Computer,1,8,Cash on Delivery,Female,2,3,Mobile,1,Single,2,1,13,0,1,3,137.6,1.0,1.2,0-3 Mos (High Risk),Close (0-10km)
52515,0,0,Mobile,1,14,Credit Card,Female,2,1,Mobile,3,Married,8,0,17,0,1,2,135.17,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
52516,0,0,Computer,1,13,Credit Card,Male,2,3,Mobile,1,Single,3,0,13,0,1,2,125.80000000000001,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
52517,1,3,Mobile,1,13,Debit Card,Male,3,3,Mobile,5,Single,4,1,14,0,1,3,121.66,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
52518,0,2,Mobile,3,16,Credit Card,Male,2,4,Laptop & Accessory,3,Single,10,0,11,1,1,4,158.69,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
52519,0,9,Mobile,1,11,Debit Card,Female,2,3,Fashion,5,Married,5,0,12,1,1,2,180.08,1.0,1.2,4-12 Mos,Moderate (11-20km)
52520,0,0,Computer,1,8,Debit Card,Male,3,1,Laptop & Accessory,3,Married,2,0,17,1,1,7,152.06,1.0,1.2,0-3 Mos (High Risk),Close (0-10km)
52521,0,12,Mobile,1,18,Credit Card,Male,3,3,Laptop & Accessory,4,Married,5,0,21,1,1,0,152.95,1.0,1.2,4-12 Mos,Moderate (11-20km)
52522,0,22,Mobile,1,28,UPI,Female,3,3,Grocery,4,Married,4,0,16,1,1,2,264.13,1.0,1.2,1-5 Yrs,Far (21-50km)
52523,0,23,Mobile,1,23,Debit Card,Female,2,4,Fashion,5,Married,6,0,15,0,2,11,232.69,1.0,1.2,1-5 Yrs,Far (21-50km)
52524,0,0,Mobile,3,8,Credit Card,Female,3,3,Mobile,3,Single,2,0,19,0,2,2,127.83000000000001,1.0,1.2,0-3 Mos (High Risk),Close (0-10km)
52525,0,7,Mobile,1,9,Debit Card,Female,3,3,Laptop & Accessory,4,Married,2,0,12,1,7,9,154.33,1.0,1.2,4-12 Mos,Close (0-10km)
52526,0,3,Mobile,1,13,Debit Card,Male,3,3,Mobile,4,Single,3,0,11,0,1,3,120.13,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
52527,0,22,Mobile,1,12,Debit Card,Female,2,4,Grocery,3,Married,3,1,19,2,4,12,239.66000000000003,1.0,1.2,1-5 Yrs,Moderate (11-20km)
52528,0,9,Computer,1,7,Credit Card,Female,2,4,Laptop & Accessory,3,Married,1,0,15,0,1,2,143.74,1.0,1.2,4-12 Mos,Close (0-10km)
52529,0,9,Mobile,1,9,Debit Card,Male,3,1,Laptop & Accessory,5,Married,7,0,20,0,1,4,168.42,1.0,1.2,4-12 Mos,Close (0-10km)
52530,0,27,Mobile,1,28,Credit Card,Female,3,3,Grocery,3,Married,4,0,25,1,4,7,274.26,1.0,1.2,1-5 Yrs,Far (21-50km)
52531,0,16,Mobile,1,21,Debit Card,Male,3,4,Grocery,3,Married,2,0,24,1,6,11,276.03,1.0,1.2,1-5 Yrs,Far (21-50km)
52532,1,0,Computer,3,18,UPI,Male,2,3,Laptop & Accessory,1,Single,4,1,24,5,6,7,145.81,2.0,2.4,0-3 Mos (High Risk),Moderate (11-20km)
52533,0,11,Computer,1,7,Debit Card,Male,2,3,Laptop & Accessory,1,Married,8,0,15,1,2,9,147.35,1.0,1.2,4-12 Mos,Close (0-10km)
52534,0,2,Mobile,3,11,Credit Card,Male,2,4,Laptop & Accessory,4,Married,2,1,13,0,1,9,141.87,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
52535,0,6,Mobile,3,8,Credit Card,Male,3,3,Laptop & Accessory,1,Married,2,0,14,1,1,4,155.05,1.0,1.2,4-12 Mos,Close (0-10km)
52536,0,5,Mobile,1,8,Credit Card,Male,2,3,Laptop & Accessory,4,Married,1,0,13,1,1,6,154.7,1.0,1.2,4-12 Mos,Close (0-10km)
52537,0,4,Mobile,3,11,Debit Card,Female,3,3,Laptop & Accessory,1,Married,2,0,11,0,1,2,154.76,1.0,1.2,4-12 Mos,Moderate (11-20km)
52538,0,22,Mobile,1,13,Credit Card,Female,3,3,Mobile,5,Married,5,1,16,0,2,2,125.87,1.0,1.2,1-5 Yrs,Moderate (11-20km)
52539,0,11,Computer,1,13,Credit Card,Female,2,4,Mobile,4,Single,2,0,22,0,3,3,124.4,1.0,1.2,4-12 Mos,Moderate (11-20km)
52540,0,20,Mobile,3,8,Debit Card,Female,2,1,Grocery,4,Married,7,0,14,1,4,2,259.72,1.0,1.2,1-5 Yrs,Close (0-10km)
52541,0,22,Mobile,1,7,Debit Card,Male,2,3,Grocery,3,Single,5,0,14,1,4,0,253.79000000000002,1.0,1.2,1-5 Yrs,Close (0-10km)
52542,0,14,Mobile,3,29,Debit Card,Male,3,3,Fashion,3,Single,4,1,16,0,1,2,170.82,1.0,1.2,1-5 Yrs,Far (21-50km)
52543,0,0,Mobile,3,15,Debit Card,Male,3,3,Mobile,5,Single,2,0,11,0,1,2,127.28,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
52544,0,6,Computer,3,22,Debit Card,Female,2,3,Laptop & Accessory,1,Married,2,1,25,0,1,2,153.68,1.0,1.2,4-12 Mos,Far (21-50km)
52545,0,9,Mobile,1,32,Debit Card,Male,3,3,Laptop & Accessory,3,Married,7,0,14,1,1,2,153.47,1.0,1.2,4-12 Mos,Far (21-50km)
52546,0,17,Mobile,2,7,Debit Card,Female,2,3,Mobile,1,Married,5,1,18,2,2,2,131.95,1.0,1.2,1-5 Yrs,Close (0-10km)
52547,1,0,Mobile,1,14,Credit Card,Male,3,4,Mobile,3,Single,2,1,11,1,1,2,139.89,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
52548,0,11,Mobile,1,10,Credit Card,Female,2,3,Mobile,3,Married,8,0,19,0,1,0,133.06,1.0,1.2,4-12 Mos,Close (0-10km)
52549,0,26,Mobile,1,30,Credit Card,Male,2,1,Fashion,1,Married,4,0,15,0,1,2,170.05,1.0,1.2,1-5 Yrs,Far (21-50km)
52550,1,11,Computer,3,14,Credit Card,Female,3,3,Mobile,3,Married,3,1,11,1,7,7,126.55000000000001,2.0,2.4,4-12 Mos,Moderate (11-20km)
52551,1,3,Mobile,1,8,Debit Card,Male,3,3,Mobile,4,Single,2,0,12,0,1,0,113.93,1.0,1.2,0-3 Mos (High Risk),Close (0-10km)
52552,0,0,Computer,1,13,Credit Card,Male,3,3,Mobile,1,Single,2,0,20,0,5,7,125.69999999999999,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
52553,0,28,Mobile,1,28,Cash on Delivery,Male,3,4,Mobile,4,Married,6,0,12,1,1,2,135.37,1.0,1.2,1-5 Yrs,Far (21-50km)
52554,0,7,Mobile,1,11,Credit Card,Male,2,4,Laptop & Accessory,1,Married,2,0,14,0,4,13,139.86,1.0,1.2,4-12 Mos,Moderate (11-20km)
52555,0,30,Mobile,1,7,Credit Card,Male,3,5,Fashion,1,Married,4,0,20,1,1,0,208.82999999999998,1.0,1.2,1-5 Yrs,Close (0-10km)
52556,0,3,Mobile,1,27,Credit Card,Male,3,1,Mobile,4,Married,2,0,18,0,2,13,120.28,1.0,1.2,0-3 Mos (High Risk),Far (21-50km)
52557,0,10,Computer,3,7,Credit Card,Male,2,5,Laptop & Accessory,1,Married,2,0,14,1,1,3,195.25,1.0,1.2,4-12 Mos,Close (0-10km)
52558,0,7,Mobile,1,25,Debit Card,Female,3,4,Mobile,1,Married,2,0,12,1,8,7,129.29,1.0,1.2,4-12 Mos,Far (21-50km)
52559,1,3,Mobile,3,13,Debit Card,Male,3,3,Mobile,1,Married,2,1,21,1,1,2,122.75,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
52560,0,17,Mobile,1,8,Debit Card,Female,3,1,Fashion,1,Married,2,1,19,1,6,7,178.79,2.0,2.4,1-5 Yrs,Close (0-10km)
52561,0,8,Computer,1,8,Credit Card,Male,3,4,Mobile,1,Single,1,1,14,1,1,4,149.3,1.0,1.2,4-12 Mos,Close (0-10km)
52562,0,16,Mobile,3,8,Credit Card,Male,3,3,Laptop & Accessory,1,Married,2,1,17,3,8,8,178.47,2.0,2.4,1-5 Yrs,Close (0-10km)
52563,0,0,Mobile,1,15,Credit Card,Male,3,1,Mobile,3,Married,2,0,16,0,1,4,144.01,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
52564,0,14,Mobile,3,12,E wallet,Male,2,3,Fashion,3,Single,2,0,12,3,8,7,192.41,1.0,1.2,1-5 Yrs,Moderate (11-20km)
52565,0,2,Mobile,1,15,Credit Card,Female,3,3,Mobile,3,Married,10,0,17,0,1,2,129.74,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
52566,0,9,Mobile,3,8,Debit Card,Female,2,3,Laptop & Accessory,1,Single,4,0,15,6,6,7,145.02,1.0,1.2,4-12 Mos,Close (0-10km)
